Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
1.92,2,0.7170180426773952924416319730,0.730659958404313,0.701203895141565,0.71789241760146,0.688418399563284,0.354112301865089,0.3783682492448605734787278376,0.3357128852255317734787278376,0.0426553640193288,11.621308534986279721471638557,158.46360843161342356132556274,155.58132375702279551498257696,250452000
1.93,2,0.7165872562285025422036717223,0.730208768234017,0.700752704971268,0.717461105825664,0.687987087787487,0.353550587700377,0.3777911309513803531469309874,0.3351357669320515531469309874,0.0426553640193288,11.595788579686752199280327751,158.36626439932266495795167079,155.51732663811671183685946335,251756400
1.94,2,0.7161567595194822727356163996,0.729757547902686,0.700301484639937,0.717030084143066,0.687556066104889,0.352979697590752,0.3772048412501200227045508443,0.3345494772307912227045508443,0.0426553640193288,11.570005882908227798812120588,158.2675448546396290409440963,155.45197677015064691115185104,253060900
1.95,2,0.7157263262446165888466045372,0.72930608848425,0.699850025221502,0.716599125971977,0.687125107933801,0.352400141081969,0.3766098820850177464607018405,0.3339545180656889464607018405,0.0426553640193288,11.54397482428532533926123437,158.16743399387585158368105202,155.38526206706547978784220758,254365300
1.96,2,0.7152957575840619662206882219,0.728854210049954,0.699398146787204,0.716168032250103,0.686694014211926,0.351812469561525,0.3760067982282586576237857941,0.3333514342089298576237857941,0.0426553640193288,11.517711010391518298895555977,158.06605541152573542915380949,155.31730092692721139092246251,255669800
1.97,2,0.7148648621411698395024894792,0.728401747848807,0.698945684586058,0.715736611347393,0.686262593309216,0.35121745608996,0.3753963565197264598476867956,0.3327409925003976598476867956,0.0426553640193288,11.491236409571270262787590834,157.96343672464489010856876552,155.24812358901709758809964772,256974200
1.98,2,0.7144334639089117681954724536,0.727948532741094,0.698416902784038,0.715304687042185,0.685755056248454,0.350617945390734,0.3747787568074639991588730618,0.3321233927881351991588730618,0.0426553640193288,11.464556747049280744416549721,157.85972895424500140441956666,155.17787191854660532237470384,258278600
1.99,2,0.7140013749735956182906003796,0.727494410792316,0.697887214140952,0.714872071191635,0.685246827642348,0.350012281499615,0.3741549760033704145564636148,0.3314996119840416145564636148,0.0426553640193288,11.43770000928992380712282494,157.75484274397256207271893344,155.10646799171479787327710798,259583100
2.00,2,0.7135684419483004974438687952,0.727039229991142,0.69735646664547,0.714438610221771,0.684737753916929,0.349400511845447,0.3735250562022777143317472501,0.3308696921829489143317472501,0.0426553640193288,11.410667402221334792469055645,157.64898589350613869579691471,155.0341059147494827358866832,260887500
2.01,2,0.7132740267943983031813735250,0.726722459198055,0.696964129158075,0.714143836040324,0.684367366979926,0.348778395452749,0.3728896264052300506818924757,0.3302342623859012506818924757,0.0426553640193288,11.383476945396068997917346015,157.54209039155038731779902983,154.96072529317041311809797652,262191900
2.02,2,0.7129727134445535349573471384,0.726398611151634,0.696564714417348,0.713842155250858,0.683990073434906,0.348151512972864,0.3722491864317867560585151684,0.3295938224124579560585151684,0.0426553640193288,11.356142957589774666478618995,157.43428905037610835164148879,154.88645313498673605241607758,263496400
2.03,2,0.7126730430618745923312261587,0.726076239546952,0.696166776118358,0.713542119432092,0.683614424860585,0.347519775741917,0.3716039461917384483970060868,0.3289485821724096483970060868,0.0426553640193288,11.3286714522749635914885276,157.32559656524408966388554712,154.81130380632905738672337433,264800800
2.04,2,0.7123748034328242321011460090,0.725755153462284,0.695770123339384,0.713243516111701,0.683240208784639,0.346883804597056,0.3709545194809633340104534537,0.3282991554616345340104534537,0.0426553640193288,11.30108001340830197072220775,157.21609452669038227543387908,154.73535709191881016436806315,266105200
2.05,2,0.7120778395977437754145560505,0.725435210313896,0.695374613496688,0.71294619014106,0.682867270058443,0.346243962057767,0.3703012636220106412422428288,0.3276458996026818412422428288,0.0426553640193288,11.273378877526787624010185473,157.10582115770369446629018462,154.65865040627547411832048596,267409700
2.06,2,0.7117819810245887400192290444,0.725116246400905,0.694980082889389,0.712649970780168,0.682495437941995,0.345600452678355,0.3696443773314967985078676085,0.3269890133121679985078676085,0.0426553640193288,11.24557373744214078547417265,156.99472556317693504541908234,154.58113626227584206746387162,268714100
2.07,2,0.7114870854146307932870015295,0.72479812961586,0.694586399410035,0.712354715556768,0.682124569963039,0.344953575754836,0.3689841551126324476278297916,0.3263287910933036476278297916,0.0426553640193288,11.217673030049872869405355128,156.8829845989268834874610756,154.5029821721304864787140309,270018600
2.08,2,0.7111929663475654771672266801,0.724480691705018,0.694193394804887,0.712060237823223,0.68175447947394,0.34430386127742,0.3683211207607998075179472577,0.3256657567414710075179472577,0.0426553640193288,11.189691760982348668640442592,156.77052423129204202349942545,154.42412081657490587316358285,271323000
2.09,2,0.7108994817502001576861577765,0.724163795918907,0.693800932324468,0.711766395333089,0.68138502422825,0.343651469141689,0.3676554293016900664938905611,0.3250000652823612664938905611,0.0426553640193288,11.161634371398493101597072059,156.6574290467253492622091651,154.34463201606411342017172152,272627400
2.10,2,0.7106065178575434647661584289,0.723847340806991,0.693408910518244,0.711473074182642,0.681016090322248,0.342996757948443,0.3669874355770791318387912014,0.3243320715577503318387912014,0.0426553640193288,11.133511026766354727489184664,156.54381545660797000532845107,154.26462698711567169486288604,273931900
2.11,2,0.7103139233220214569164816942,0.723531185830313,0.69301718884726,0.711180122839746,0.680647526223797,0.342340045146221,0.3663174519373875572830024507,0.3236620879180587572830024507,0.0426553640193288,11.105330675266361302806914133,156.42957969536110623076921601,154.18400884041691142028152911,275236300
2.12,2,0.7100215632686996037694620632,0.723215197363384,0.692625633686023,0.710887406264992,0.680279196893488,0.34168137358146,0.3656455165394884593061517901,0.3229901525201596593061517901,0.0426553640193288,11.077094410012392998830523371,156.31479531235447781829021925,154.10284641950460715064906201,276540700
2.13,2,0.7097293452783584642436055322,0.7228992993171,0.692234168945432,0.710594831926459,0.6799110097994,0.341021215729984,0.3649720989159156288793973538,0.3223167348965868288793973538,0.0426553640193288,11.048815682120743616649624397,156.19959166537297817568785855,154.02126399486023041649303719,277845200
2.14,2,0.7094371203899339254145624981,0.722583344388368,0.691842647322391,0.710302250681431,0.679542815798816,0.340359626875019,0.3642972491754131768464655864,0.3216418851560843768464655864,0.0426553640193288,11.020495927101175958489081295,156.08383454593584415784253541,153.93913410844045476899107618,279149600
2.15,2,0.7091448116537200388828589087,0.722267270959409,0.691451007199125,0.710009585486364,0.679174537848194,0.339697050097479,0.3636214079785537042081667651,0.3209660439592249042081667651,0.0426553640193288,10.992147768949193952119290693,155.96772312808523804385359189,153.85664700251433562263766864,280454100
2.16,2,0.7088523041093491053485470952,0.721950960607772,0.69105913015318,0.709716721240702,0.678806060846976,0.339033392279817,0.3629444781316295035137559094,0.3202891141123007035137559094,0.0426553640193288,10.963768423270188488964073262,155.85116830458654578004034208,153.77371701123372130584914112,281758500
2.17,2,0.7085594982410369226711539454,0.721634330050579,0.690666932901681,0.709423558307304,0.678437285158024,0.338369123486036,0.3622669265057647128318962137,0.3196115624864359128318962137,0.0426553640193288,10.935371264936625740940000634,155.73423570123923837977523764,153.69040811491232225724812653,283062900
2.18,2,0.7082662773625581077520859040,0.721317268864224,0.690274305021019,0.709129979857651,0.678068093952816,0.337704429168079,0.3615889345862002769994058391,0.3189335705668714769994058391,0.0426553640193288,10.906961493117695058997866355,155.61694911976931255861917633,153.60674309933385208869821188,284367400
2.19,2,0.7079725825121794906503255903,0.720999717697874,0.689881187160361,0.708835926858108,0.677698428197718,0.337039301273003,0.3609104922535849073223241420,0.3182551282342561073223241420,0.0426553640193288,10.878538817915336316920434363,155.49930658314927488159451612,153.52271925570711262505690915,285671800
2.20,2,0.7076783209770403613216345233,0.720681590983794,0.689487493751972,0.708541306482756,0.67732819506681,0.336373949268316,0.3602318058615539230209782157,0.3175764418422251230209782157,0.0426553640193288,10.850109150925745001228493877,155.38133398944345700413735241,153.43836148800296053545526949,286976300
2.21,2,0.7073834287583041137499331498,0.720362835036402,0.689093171110275,0.708246054654712,0.676957330483212,0.335708671840449,0.3595531720409876837023885792,0.3168978080216588837023885792,0.0426553640193288,10.821680989997680039692441525,155.26314394967769114621922858,153.35377769493010417323368985,288280700
2.22,2,0.7070878091496371440106876054,0.72004335438181,0.688698123761375,0.707950074549715,0.67658573762266,0.33504350934901,0.3588746277949162664530818506,0.3162192637755874664530818506,0.0426553640193288,10.793255395189867738663592558,155.14466917770910666196754833,153.26890334300467746052128063,289585100
2.23,2,0.7067913899047550495927970949,0.719723076990089,0.688302279675345,0.707653293833379,0.676213344150768,0.334378471775149,0.3581961805846012770765060553,0.3155408165652724770765060553,0.0426553640193288,10.764832580251708025912343605,155.02591194638675495128973581,153.1837398521063304693720264,290889600
2.24,2,0.7064941259011903524745802906,0.719401974701027,0.687905610691976,0.70735566732821,0.675840104890044,0.333714047218675,0.3575183172297373983667566057,0.3148629532104085983667566057,0.0426553640193288,10.736426491540159811104486017,154.90694029549191612478191047,153.09835369049807659765483909,292194000
2.25,2,0.7061959387769672876556150239,0.719079969516496,0.687508038813138,0.707057116576674,0.675465941382953,0.333050250204673,0.3568410495244663971111264115,0.3141856855051375971111264115,0.0426553640193288,10.708037466932453230308958795,154.78776205413776202687362281,153.0127516255760186600240298,293498400
2.26,2,0.7058967634089294591348473019,0.718756990997241,0.687109493599574,0.7067575763762,0.675090788426923,0.332386931912297,0.3561642262803058312274756285,0.3135088622609770312274756285,0.0426553640193288,10.679661175197653795869720665,154.66841577366669951948571668,152.92696902631495463565325572,294802900
2.27,2,0.7055965637371690079428861235,0.718433019273353,0.68670995518138,0.706457010622905,0.674714609918074,0.331724557851926,0.3554883120306078384862150595,0.3128329480112790384862150595,0.0426553640193288,10.65131092423600746318729333,154.54890463205389049459972939,152.84101041955790165235812742,296107300
2.28,2,0.7052952786306269589829899474,0.718107989916758,0.686309359130477,0.706155358111184,0.674337344650797,0.331063036812458,0.3548132133713254714186195403,0.3121578493519966714186195403,0.0426553640193288,10.62298403821867446638338867,154.42928369292897953569357962,152.75492731703944219239207991,297411700
2.29,2,0.7049928549130598006658073407,0.717781853693497,0.685907656212908,0.705852565599948,0.673958939384006,0.330402484472389,0.3541390441922470739932905192,0.3114836801729182739932905192,0.0426553640193288,10.594683779847755679276165405,154.30950054911583165517665241,152.66866942042634270049351687,298716200
2.30,2,0.7046892549181014613222613963,0.717454574618258,0.685504810443362,0.705548595376896,0.673579356405399,0.329742950944523,0.3534658533197803293135945740,0.3108104893004515293135945740,0.0426553640193288,10.566411547896795615344834316,154.1895645285069068879412776,152.5822451131674415230280193,300020600
2.31,2,0.7043844447237673601483995923,0.717126129288622,0.685100798419418,0.70524341347868,0.673198561751627,0.329084739247127,0.3527939427708686623759629913,0.3101385787515398623759629913,0.0426553640193288,10.53817599451390844537071498,154.06952181341503830222570136,152.49569921187038175312499404,301325100
2.32,2,0.7040783839345502607572159389,0.716796478339694,0.684695580776184,0.704936979460529,0.672816514977921,0.328427881009744,0.3521233427819726176632572253,0.3094679787626438176632572253,0.0426553640193288,10.509977985909853827791168244,153.94944656247937003577521207,152.40910227727456700271965808,302629500
2.33,2,0.7037710186306818493452285482,0.716465567463615,0.684289103205797,0.704629239336923,0.67243316209876,0.327772367944121,0.3514540431745701878081518179,0.3087986791552413878081518179,0.0426553640193288,10.481817230491469734976069036,153.82926842914371500750292715,152.32238610263902627549217573,303933900
2.34,2,0.7034623374307006309707518913,0.716133386086459,0.683881355134333,0.704320181712522,0.672048491718804,0.327118223771368,0.3507860672862978354076844975,0.3081307032669690354076844975,0.0426553640193288,10.453694396832792725640415163,153.7090612005770864591638884,152.23562095955235677294596851,305238400
2.35,2,0.7031522930244397748305304049,0.715799892227238,0.683472294580804,0.704009759219466,0.671662456470192,0.32646560357819,0.3501195686442689636418144992,0.3074642046249401636418144992,0.0426553640193288,10.425613883161642214075392472,153.58878306961426562314827158,152.14876663304117359379755321,306542800
2.36,2,0.7028408785979614177418593230,0.715465085255268,0.683061920914527,0.703697965035506,0.671275049530678,0.325814684786812,0.3494547245406186655370455799,0.3067993605212898655370455799,0.0426553640193288,10.397580768523559047105343338,153.46846109146200459032267095,152.06184911979364803404544171,307847200
2.37,2,0.7025280312736377512122440411,0.715128897311465,0.682650166276418,0.70338473620634,0.670886207945957,0.325165328041591,0.3487913933363471773134108513,0.3061360293170183773134108513,0.0426553640193288,10.369590995260078441246317691,153.34813990548347555036259783,151.97491016803055945379730773,309151700
2.38,2,0.7022137732602683610458538311,0.714791356022599,0.682237058293243,0.70307009496785,0.670495953951911,0.324517687329183,0.3481297298884657825477056502,0.3054743658691369825477056502,0.0426553640193288,10.341648999697830647726746031,153.22778547048416718186196881,151.88791692605013008576022101,310456100
2.39,2,0.7018980693500166237568903115,0.714452432090363,0.681822567666701,0.702754006069262,0.670104252297769,0.323871933721282,0.3474699041419603601142176988,0.3048145401226315601142176988,0.0426553640193288,10.313759650401992829609383705,153.10748680974850262580372413,151.80095520946600274215907821,311760600
2.40,2,0.7015809012993356184255512507,0.714112101828848,0.681406670710877,0.702436451244785,0.669711084717736,0.323227912324822,0.3468117604714955785390896912,0.3041563964521667785390896912,0.0426553640193288,10.285918489035129410039232846,152.98715497099070785112997074,151.71393798224158733273176215,313065000
2.41,2,0.7012622447491687833930466182,0.713770347072221,0.680989349259943,0.702117406105657,0.669316426823053,0.3225858017669,0.3461554767613759659387245828,0.3035001127420471659387245828,0.0426553640193288,10.25813061160718592948932058,152.86682265014723920816727969,151.62689672926592640354227821,314369400
2.42,2,0.7009420931451001564359820579,0.713427161053866,0.68057059654728,0.701796864089468,0.668920272051308,0.321945596314353,0.3455010470457779162660900359,0.3028456830264491162660900359,0.0426553640193288,10.230395847209905414953463253,152.7465572048084008395151595,151.53989588534016238623115278,315673900
2.43,2,0.7006204444392491206169637756,0.713082548146192,0.680150416945299,0.70147482314584,0.668522618352126,0.321307479927517,0.3448486553255699171170343035,0.3021932913062411171170343035,0.0426553640193288,10.202719467079883406904687993,152.62639055116474642808831916,151.45296640220089211468408676,316978300
2.44,2,0.7002972648001212166426407668,0.712736468562671,0.679728770667471,0.701151249402024,0.668123431852754,0.320671283849227,0.3441981315578588218729778167,0.3015427675385300218729778167,0.0426553640193288,10.175096599847063157706677359,152.50616258047799689931808788,151.3659520405107707102798374,318282800
2.45,2,0.6999725810617061368856577400,0.712388955308619,0.679305690750998,0.700826169724731,0.667722739451813,0.320037183395965,0.3435496521053095981450948370,0.3008942880859807981450948370,0.0426553640193288,10.147532297929642153243911836,152.38610492470264288923839733,151.27907712779147433382908316,319587200
2.46,2,0.6996463438134873645360895376,0.71203995903636,0.679110334173766,0.700499534643191,0.667549837715499,0.319397178895024,0.3429032196315955710661518109,0.3002478556122667710661518109,0.0426553640193288,10.120026637636211511445330368,152.26608559449816900773155416,151.1922131762425768087900121,320891600
2.47,2,0.6993185803252766622232481936,0.711689512915474,0.678913527747906,0.70017137146047,0.667375407878005,0.318759441927133,0.3422590027106240180769523135,0.2996036386912952180769523135,0.0426553640193288,10.092584448253497069782515719,152.14614088610358112172822291,151.10539524655575906330780753,322196100
2.48,2,0.6989892751715096991955228583,0.711337590540421,0.678715245067879,0.699841664732194,0.667199434494955,0.318123658875138,0.3416166869947483928791051108,0.2989613229754195928791051108,0.0426553640193288,10.06519672438477534173467867,152.0262812856943853758996021,151.01863197236591625043602001,323500500
2.49,2,0.6986584342037871580250161153,0.710984209272601,0.678515503495085,0.699510420317098,0.667021923425085,0.317490159030071,0.3409766021803089723582052869,0.2983212381609801723582052869,0.0426553640193288,10.03787291113445571459918872,151.90656401700610775893614307,150.93197939801735740554128386,324804900
2.50,2,0.6983260532155888108737986182,0.710629365053132,0.678314298970642,0.699177634003533,0.666842870456746,0.31685894684004,0.3403387525710522183986926115,0.2976833885517234183986926115,0.0426553640193288,10.010613131795778044588542645,151.78693269637422799537977124,150.84538211041211954528116652,326109400
2.51,2,0.6979921441961026962676616030,0.710273064257716,0.678111637870253,0.698843317795306,0.666662287593746,0.316229860927733,0.3397029771104815593170041567,0.2970476130911527593170041567,0.0426553640193288,9.983412772440012619277746903,151.66735765546196117648925207,150.75881011442811323020611658,327413800
2.52,2,0.6976566975108545846235317424,0.709915308762046,0.677907522069608,0.698507462046196,0.666480165189862,0.315603231405912,0.3390696057757218457273444780,0.2964142417563930457273444780,0.0426553640193288,9.956281286215454339478776557,151.54796547829605884610395463,150.67238704786465827917110039,328718200
2.53,2,0.6973197097701195298851909119,0.709556084752674,0.677701937755263,0.698170063362342,0.666296499851235,0.314978759955973,0.3384383399478175486679035363,0.2957829759284887486679035363,0.0426553640193288,9.929210118319157350114386896,151.42870589418422508009075534,150.58606262933563137474033421,330022700
2.54,2,0.6969812070830069930219356501,0.70919542342408,0.677494916121695,0.697831147884695,0.666111317718814,0.314356590835689,0.3378093248853332634762465967,0.2951539608660044634762465967,0.0426553640193288,9.902203430102480695784056216,151.30954383942927446581687776,150.49980241176023059857759567,331327100
2.55,2,0.6966411842003856043595632688,0.708833325672648,0.67728645806529,0.697490710357721,0.665924613537067,0.313736900304714,0.3371827367718343336127733798,0.2945273727525055336127733798,0.0426553640193288,9.875266268852781250305943238,151.19057764256479650746792771,150.41370232141030742227009671,332631600
2.56,2,0.6962996439956691065616776009,0.708469788635063,0.67707656072273,0.697148753658338,0.66573639018291,0.313119523934032,0.3365584111785409052862026331,0.2939030471592121052862026331,0.0426553640193288,9.84839392403250095969241527,151.07171721870257531113314019,150.32767335518653593533320646,333936000
2.57,2,0.6959566004081167234982017358,0.708104827161614,0.676865238944307,0.696805291742804,0.665546661612602,0.312504487081758,0.3359363739663909399560563933,0.2932810099470621399560563933,0.0426553640193288,9.821587136502940976981671131,150.95303508429078729315566249,150.24178597929607020604466323,335240400
2.58,2,0.6956120579828519935763443744,0.707738445150186,0.676652496627905,0.696460329161784,0.665355432376808,0.311891770975304,0.3353166065102644528191242362,0.2926612424909356528191242362,0.0426553640193288,9.794845372693718707575592194,150.83453070464027556619570865,150.15603916332442342558455567,336544900
2.59,2,0.6952660412333642729928113899,0.707370673621695,0.676438364794441,0.696113890458662,0.665162727018913,0.311281560678486,0.3346992948438557485112320057,0.2920439308245269485112320057,0.0426553640193288,9.768173962077592430780692052,150.71617325610807723466611344,150.07040253410293048292447986,337849300
2.60,2,0.6949185541451487340678080833,0.707001510498774,0.676222841366547,0.695765979623792,0.66496854952927,0.310673682364851,0.3340842651741042191099678321,0.2914289011547754191099678321,0.0426553640193288,9.741567925850128560939141865,150.59800226064988527059021054,149.98491400337629383610470476,339153700
2.61,2,0.6945696058813240005554214347,0.706630965502466,0.676005936065263,0.695416605831469,0.664772909082172,0.310068151531079,0.3334715333275081014398764220,0.2908161693081793014398764220,0.0426553640193288,9.715027717407099521506349567,150.47995928660825979576877229,149.89951568209087161857836901,340458200
2.62,2,0.6942192091334943702056495709,0.706259056960671,0.675787667218496,0.695065781788771,0.664575818384701,0.309465128914685,0.3328612605833010469674727112,0.2902058965639722469674727112,0.0426553640193288,9.688557957058212411532881287,150.36213846732021862025123644,149.81429986049038592067750793,341762600
2.63,2,0.6938673644886428951925834374,0.705885785963527,0.675568035916377,0.694713508083399,0.664377278024555,0.308864628893248,0.3322534613483474246793750863,0.2895980973290186246793750863,0.0426553640193288,9.662159057529716519626931513,150.24448601125581917782323599,149.72921315040056811830546902,343067100
2.64,2,0.6935141146907808900669632171,0.705511189349687,0.675347078997564,0.694359827511488,0.664177330797871,0.308266480119875,0.3316479656657869914580701436,0.2889926016464581914580701436,0.0426553640193288,9.635826149916242016208428708,150.1270994798931426272901487,149.64435093442136733015653499,344371500
2.65,2,0.6931594594708782084568156988,0.705135267464242,0.675124796807146,0.694004739803681,0.66397597643529,0.307670700194728,0.3310447911371013474412840363,0.2883894271177725474412840363,0.0426553640193288,9.609559738463083307040645359,150.00979401542680774971679562,149.55953053426276112868865134,345676000
2.66,2,0.6928034181362093196919300663,0.70475804542576,0.674901214463688,0.693648264290796,0.663773234267631,0.307077454519814,0.3304441039401645896537335265,0.2877887399208357896537335265,0.0426553640193288,9.583364583815650338084963465,149.89279626566811472441550668,149.47497527115497990606858463,346980400
2.67,2,0.6924459941997309766329928886,0.704383545671306,0.674680354404262,0.693290404490073,0.663569107812135,0.306601829839859,0.3299610610929985140220230636,0.2873056970736697140220230636,0.0426553640193288,9.560539691530929271457330436,149.74696528360880859190427515,149.36200572209553330258533649,348284800
2.68,2,0.6920872219302207449952422189,0.70400940159767,0.674459850025652,0.69293119471208,0.663363631379368,0.306175072380842,0.3295268681112608957268172623,0.2868715040919320957268172623,0.0426553640193288,9.539114244805625953982088648,149.58983115760965019172061172,149.23778431841649155501000589,349589200
2.69,2,0.6917271214749106516111975294,0.703634012079264,0.674238100202272,0.692570655128618,0.663156825141132,0.305750753908024,0.3290950691645621488190887078,0.2864397051452333488190887078,0.0426553640193288,9.517757382132188088334686129,149.4330263941606072501162385,149.11374291220464904908208566,350893700
2.70,2,0.6913656874995729132885931767,0.703257361368567,0.674015089186601,0.692208780398953,0.662948683756694,0.305328576503202,0.3286653659666023870792130160,0.2860100019472735870792130160,0.0426553640193288,9.496460558237582079917004257,149.27656310956442659961359526,148.98989247605950492063008792,352198100
2.71,2,0.6910029679035875956667352927,0.702879513146185,0.673790880659245,0.691845618480878,0.662739255183845,0.304908989571757,0.3282382098714179368459673959,0.2855828458520891368459673959,0.0426553640193288,9.475236703462481775553385408,149.12052942606410789203811567,148.86632014720964780569275043,353502600
2.72,2,0.6906389615613808030599368161,0.702500451150068,0.673565458358153,0.691481168247445,0.662528538295638,0.304491559720735,0.3278131671825285893823268398,0.2851578031631997893823268398,0.0426553640193288,9.454073393317935787809001269,148.96478480379718761566526664,148.74288548265504262983847738,354807000
2.73,2,0.6902736965026791447974978381,0.70212021343249,0.673338860335603,0.691115457762563,0.662316561155983,0.304076572489663,0.3273905245935241694613749820,0.2847351605741953694613749820,0.0426553640193288,9.432978840970296459020351935,148.80945089214638810473994906,148.61970878650474940327927073,356111500
2.74,2,0.6899071589731362985748639980,0.70173878760434,0.673111074202478,0.690748473255113,0.662103309993759,0.30366406769437,0.3269703214636053144851639356,0.2843149574442765144851639356,0.0426553640193288,9.41195417397760741985712097,148.65453301541149642398194433,148.49679482123454070704986735,357415900
2.75,2,0.6895394184805280033096373006,0.70135623156942,0.672882157862585,0.690380284317631,0.661888854401504,0.303253709398624,0.3265522240819965610573930321,0.2838968600626677610573930321,0.0426553640193288,9.390989832230359760292125905,148.49991269625374227179553694,148.3740248852213003716784381,358720300
2.76,2,0.6891704578513813613553176198,0.700972539550783,0.672652105538974,0.690010873755703,0.661673177184802,0.302845824856027,0.3261365593013325595608106815,0.2834811952820037595608106815,0.0426553640193288,9.370095179366786120347809915,148.34572087273016671580808024,148.25152884424349378270989725,360024800
2.77,2,0.6888003275403662617247362688,0.700587756217836,0.672420961901054,0.689640292085526,0.661456328859852,0.302440245754666,0.3257231604711721706240627786,0.2830677964518433706240627786,0.0426553640193288,9.3492654412034466434856799,148.19192795125129800233617587,148.12927661996033383987819054,361329200
2.78,2,0.6884290391411844747053723372,0.700201894187531,0.672188739565774,0.689268550914941,0.661238321034492,0.302037000789025,0.3253120567088445798294238865,0.2826566926895157798294238865,0.0426553640193288,9.328501451890366384019364881,148.03853774430617561843939758,148.00727147951400825152550952,362633600
2.79,2,0.6880565967839115321419224401,0.699814963100279,0.671955448173548,0.688895654379058,0.661019157843836,0.301636247538187,0.3249034058338853812029787576,0.2822480418145565812029787576,0.0426553640193288,9.307807732624199603339310697,147.88552690775012612796221246,147.88548953862675023452923735,363938000
2.80,2,0.6876830270359811660911634746,0.699426978042556,0.671721102810851,0.68852162907771,0.660798865887714,0.301237655838414,0.3244968784101936103631683736,0.2818415143908648103631683736,0.0426553640193288,9.28717484575584548147753251,147.73289982158811758819505489,147.76393456156019619318468934,365242500
2.81,2,0.6873083688101269408476208652,0.699037984487023,0.671485748950346,0.688146513971082,0.660577484126313,0.30084141150257,0.3240926617244145945476543175,0.2814372977050857945476543175,0.0426553640193288,9.266608156652473657957623574,147.58062804440731215671478212,147.6425774731493976447743903,366546900
2.82,2,0.6869326322428919010992999762,0.69864799182986,0.671249395988207,0.68777031920808,0.660355022708536,0.300447492798235,0.3236907343852884491484653406,0.2810353703659596491484653406,0.0426553640193288,9.246107052499626340217791818,147.42884226146716258986015063,147.52154866724593334805999777,367851400
2.83,2,0.6865558236016058046649660028,0.698257007484305,0.67101205133768,0.687393051063674,0.660131487909358,0.300055932211622,0.3232911291179566139486674406,0.2806357650986278139486674406,0.0426553640193288,9.225672470803549194775446841,147.27742217945023204831948088,147.40072708231143198892658634,369155800
2.84,2,0.6861779927547288720168199996,0.697865080753685,0.670773764302086,0.687014759467139,0.659906929658049,0.299666710946435,0.3228938288582345659545364534,0.2802384648389057659545364534,0.0426553640193288,9.205303922711366654026286363,147.12637204845647686553909102,147.28011634962650688017055042,370460300
2.85,2,0.6857991418965643711914880911,0.697472208610402,0.670534531853827,0.686635446615454,0.659681350151589,0.299279679351967,0.3224986839409177956022781188,0.2798433199215889956022781188,0.0426553640193288,9.184997120630796673009440976,146.97578804343443065634762649,147.15981266546028763673024689,371764700
2.86,2,0.6854192843679653540233587642,0.6970784153922,0.670294378330652,0.686255125865739,0.659454762747101,0.298895151639046,0.3221060092347997362505405857,0.2794506452154709362505405857,0.0426553640193288,9.164761084888324170503938807,146.82561435876882747187683899,147.03975933220312537219770307,373069100
2.87,2,0.6850384770489301091938603083,0.696682472755899,0.670052075389378,0.685873854167356,0.659227224393945,0.298476320850789,0.3216789773362427178216317407,0.2790599835929959178216317407,0.0426189937432468,9.144582719744126768203778855,146.6793331872609080431239444,146.91992705901178059602565004,374373600
2.88,2,0.6846566991675170117868907933,0.696284167532649,0.669807409861154,0.685491610723034,0.658998714294849,0.298017678549018,0.3212120757231741701948517605,0.2786716496576574701948517605,0.0425404260655167,9.124471037924405565194922027,146.53747624943124080891962904,146.80032165135240102545798826,375678000
2.89,2,0.6842740009673686803598287773,0.695885022935139,0.66956190495867,0.685108445837684,0.658769282754725,0.297561402415779,0.3207475095434922141297903852,0.2782856511557053141297903852,0.0424618583877869,9.104426261342855696874510408,146.39608556066919064680407189,146.68107311621543018357625805,376982500
2.90,2,0.6838904062694931976542446290,0.695485057524649,0.669315579243207,0.684724383361364,0.658538953623632,0.297107340584046,0.3202851276704644310386979568,0.2779018369604077310386979568,0.0423832907100567,9.084444060537553405892075829,146.2550116305684673968508818,146.5620304351530607429355876,378286900
2.91,2,0.6835059273937226965377096573,0.695084282743223,0.669068444156806,0.684339435628929,0.658307739236423,0.296655467271694,0.3198249047369925335181842796,0.2775201817046656335181842796,0.0423047230323269,9.064523708794629133894011597,146.11431244905762269788096425,146.44325176648246767975079343,379591300
2.92,2,0.6831205840014696885823861650,0.694682725406494,0.668820526515103,0.683953622325768,0.658075659278488,0.296205986318632,0.3193670453946630925295810489,0.2771408900400662925295810489,0.0422261553545968,9.044671068950190655749974334,145.97397119766437964433457771,146.32471952593017516343128831,380895800
2.93,2,0.6827344079562906046657259860,0.694280405745228,0.668571846548864,0.683566975354294,0.657842745652241,0.295758562935723,0.3189112157643287112862917745,0.2767636280874617112862917745,0.042147587676867,9.024876576071215584025135726,145.83405059222367677010296151,146.20649717193948235353675443,382200200
2.94,2,0.6823474082985522429170873685,0.693877343639997,0.668322424138659,0.683179503765898,0.657609007409071,0.295313507072208,0.3184577263002382042658750760,0.2763887063011014042658750760,0.0420690199991368,9.005149124016819891588220624,145.69449141936204167183262878,146.08852411933969984888253994,383504600
